omg,produktnamn,correctRow,utd13,utd12,utd11,utd10
200051,Stryktipset,X11211X112122,98031,1673,127,34
200051,Europatipset,221X1X11XXX21,10000000,90741,2725,489
200050,Stryktipset,2111XX111X111,79455,1897,160,46
200050,Europatipset,22222XXX12112,10000000,452193,8705,1056
200049,Stryktipset,21XX1111X211X,124482,2343,181,49
200049,Europatipset,11121X12XXXX1,22453,659,63,0
200048,Stryktipset,11111X211X1X2,39088,729,62,0
200048,Europatipset,X2XX1X1211X1X,111812,3038,248,65
200047,Stryktipset,112X2122X1121,65469,1385,121,35
200047,Europatipset,111X2121X12X1,664430,7470,477,99
200046,Stryktipset,2112212121211,623919,10283,880,237
200046,Europatipset,11XX211X11XX1,7047,262,32,0
200045,Stryktipset,21XX111X212X2,204689,2955,176,41
200045,Europatipset,1212XXX211X1X,476458,1597,103,0
200044,Stryktipset,12211121X1X11,35197,978,93,0
200044,Europatipset,X2X22122X1111,38109,875,71,20
200043,Stryktipset,X11111111XXX2,3679,164,0,0
200043,Europatipset,11111X12X21X1,242460,4626,286,71
200042,Stryktipset,12112112X212X,45179,1202,83,0
200042,Europatipset,111X222221XX2,593577,17796,1815,361
200041,Stryktipset,X211X11X11121,29255,721,67,20
200041,Europatipset,2111X2X111212,543360,4384,322,73
200040,Stryktipset,X2XX111111X21,6229,227,25,0
200040,Europatipset,2XX1212XX2112,10000000,38248,3221,567
200039,Stryktipset,11122XX2121X1,213328,2205,162,43
200039,Europatipset,XX1111X2121X1,84998,1957,136,36
200038,Stryktipset,XX2XXX222X212,10000000,113459,5330,1160
200038,Europatipset,12221XX2111XX,185852,3714,282,69
200037,Stryktipset,1212111X121X1,36434,735,59,0
200037,Europatipset,11X112X1XX11X,274974,3164,208,52
200036,Stryktipset,1XX1X22121122,43830,1101,86,0
200036,Europatipset,2X2X1X1111XX2,10000000,11248,801,172
200035,Stryktipset,22X222112X2X1,36381,696,58,0
200035,Europatipset,1212X11212211,10000000,3670,171,36
200034,Stryktipset,XX112X1X21112,51381,1511,129,38
200033,Stryktipset,1111X12111XX1,3503,169,0,0
200032,Stryktipset,11XXXX1122X11,113201,2021,166,44
200031,Stryktipset,X1121211X2222,286206,4449,354,93
200030,Stryktipset,21X12221X22X2,80277,930,73,22
200029,Stryktipset,XX11X211X1111,83069,898,70,21
200028,Stryktipset,2222X11XX11X2,3599440,10600,529,109
200027,Stryktipset,11X2112212121,82036,974,77,0
200026,Stryktipset,X221X1211222X,277971,2506,156,38
200025,Stryktipset,1121XX121212X,93914,1005,76,0
200024,Stryktipset,21222XX1X1122,22962,589,56,0
200024,Europatipset,2122111212X22,48373,812,69,22
200023,Stryktipset,1211X22211212,88917,1552,125,36
200023,Europatipset,11211X12X1X22,214715,4432,283,69
200022,Stryktipset,XX111112111X1,39319,947,84,26
200022,Europatipset,11222211X1111,5496,218,25,0
200021,Stryktipset,X22211X1XX121,488163,9530,591,128
200021,Europatipset,111X11X112212,27550,236,22,0
200020,Stryktipset,221221X1212X1,173702,3736,231,51
200020,Europatipset,X1XX11211X221,9529,353,36,0
200019,Stryktipset,21X11121111X2,113543,2484,181,48
200019,Europatipset,11121XXXXX122,20998,542,51,0
200018,Stryktipset,1X11X1XX21111,113878,2369,186,48
200018,Europatipset,1X22111121211,30169,597,47,0
200017,Stryktipset,121X22X211222,599347,12272,743,151
200017,Europatipset,1XX1X211X1X22,47575,617,51,0
200016,Stryktipset,X2X2111122X11,172288,5310,393,93
200016,Europatipset,1X2211XX11XXX,3027,144,0,0
200015,Stryktipset,112212112X1X1,204081,4114,282,71
200015,Europatipset,2X11112X11XX2,59562,924,72,21
200014,Stryktipset,1X2XX11XX111X,27808,794,75,0
200014,Europatipset,X21X1212X222X,226608,1450,104,29
200013,Stryktipset,22212111X21X1,4975,173,20,0
200013,Europatipset,1X1X1X1X1X1X2,241777,3837,526,133
200012,Stryktipset,X21X1112112X2,20933,310,32,0
200012,Europatipset,1121212X11111,95199,1337,93,24
200011,Stryktipset,2X2X11112X2X2,250617,3656,277,74
200011,Europatipset,1121121XXX112,813427,9663,489,91
200010,Stryktipset,1X1X111111111,6499,251,29,0
200010,Europatipset,2X211XX12111X,113867,1446,121,34
200009,Stryktipset,X2X2XX1X21111,1778023,26034,1662,346
200009,Europatipset,21121X2121X11,13129,378,36,0
200008,Stryktipset,XX112X22X1X1X,46255,897,91,28
200008,Europatipset,1X1XX1X111X21,34717,747,65,20
200007,Stryktipset,11X22211112XX,19716,621,60,0
200007,Europatipset,12211XX221X11,77189,1252,105,0
200006,Stryktipset,1111121X111X2,11852,317,31,0
200006,Europatipset,XXXX11X1XX1X2,10000000,31096,1412,288
200005,Stryktipset,221X11X111222,624626,7839,566,108
200005,Europatipset,XX121121XX2X2,139094,2736,168,35
200004,Stryktipset,21212XX11XXXX,871820,19781,1334,292
200004,Europatipset,1X1121X1XX1X1,112878,1346,103,29
200003,Stryktipset,X2X21X11X1211,828535,15231,1068,249
200003,Europatipset,2X22111XX2XX2,10000000,16006,844,147
200002,Stryktipset,1XXX221121122,51142,1241,95,0
200002,Europatipset,211X1X2X221X1,88867,1425,100,0
200001,Stryktipset,1111X11122X22,48062,1001,83,0
200001,Europatipset,X11122X111XX1,17064,607,63,0
199952,Stryktipset,21X1XX11X122X,772153,11955,835,209
199952,Europatipset,111221X11X111,10151,341,27,0
199951,Stryktipset,1111X12X122X1,14573,699,64,0
199950,Stryktipset,12X1112211XX2,89431,1878,139,35
199950,Europatipset,X11X12XXXXX12,347799,5543,415,95
199949,Stryktipset,1121122121X1X,88791,1582,117,28
199949,Europatipset,1112XXX1121XX,83974,1685,147,42
199948,Stryktipset,112X2X1XX1X11,16945,413,43,0
199948,Europatipset,11111111122X1,11095,272,0,0
199947,Stryktipset,1XX2212XX11XX,828724,16055,1214,293
199947,Europatipset,X1222211X1X11,60398,1092,73,20
199946,Stryktipset,X211221X21111,2941,136,0,0
199946,Europatipset,1111X2X111XX1,16610,571,59,0
199945,Stryktipset,22X12121X1X21,774820,9612,757,184
199945,Europatipset,XX122XX11111X,26913,728,70,23
199944,Stryktipset,11X2XXXXX1111,90124,1206,96,0
199944,Europatipset,X111221X1XXX1,30962,830,76,23
199943,Stryktipset,111X11X1122X2,299925,3240,218,53
199943,Europatipset,11XX121X2X121,107433,3006,237,54
199942,Stryktipset,21XX1X1XXX2XX,10000000,45027,3232,666
199942,Europatipset,XX11XX2111XXX,182339,2649,235,64
199941,Stryktipset,111121112X121,5021,169,20,0
199941,Europatipset,2X11X111X21X2,517452,15514,1506,362
199940,Stryktipset,12X221X1X1XX1,30868,999,90,0
199940,Europatipset,1X11X111222X1,61216,2840,249,69
199939,Stryktipset,XX2111X121122,118754,1540,113,0
199939,Europatipset,X211X11212111,67298,1296,109,0
199938,Stryktipset,X121111211X1X,201032,3577,253,64
199938,Europatipset,21X22X111X122,34302,783,69,20
199937,Stryktipset,X121X22X2X122,415156,16003,1025,235
199937,Europatipset,111122X2112XX,42517,1091,72,0
199936,Stryktipset,1112112XXXX22,80249,1582,134,38
199936,Europatipset,XX121122X121X,74340,2246,175,49
199935,Stryktipset,11122X221111X,1291,77,0,0
199935,Europatipset,XX1X1XX11X22X,288497,12109,1165,263
199934,Stryktipset,1221121X1X221,48481,1181,89,25
199934,Europatipset,11X1XXXXX1221,10646,338,41,0
199933,Stryktipset,211121X111211,1125,68,0,0
199932,Stryktipset,XX1X2XX112112,1041842,18221,1251,277
199931,Stryktipset,X122112X211X1,109678,2616,218,59
199930,Stryktipset,11111122X2122,42038,921,72,26
199929,Stryktipset,122X2222222X2,47873,1074,91,23
199928,Stryktipset,1X121122X2122,359544,7545,653,150
199927,Stryktipset,111X11X212XX1,182934,4774,395,99
199926,Stryktipset,22211X1122111,15035,342,36,0
199925,Stryktipset,212X11222122X,340319,5277,352,79
199924,Stryktipset,XX1211X21111X,52075,1471,136,40
199923,Stryktipset,X11XX2X2X11XX,1843784,22762,1670,380
199923,Europatipset,X212111111122,24586,306,29,0
199922,Europatipset,1X222XXXX2112,10000000,29399,1757,357
