omg,produktnamn,correctRow,utd13,utd12,utd11,utd10
201002,Europatipset,21X11111X1XX1,11292,345,35,12
201001,Europatipset,2X2X112X11X12,10000000,27335,1534,272
201001,Europatipset,212111221X11X,3709,50,0,0
200953,Europatipset,2X112X111X21X,2896,75,10,0
200953,Europatipset,1211111112122,24030,162,17,0
200953,Europatipset,21221XXX1111X,228363,383,25,0
200952,Europatipset,2X22222112X11,10000000,22905,1003,228
200951,Europatipset,X12211121211X,28425,235,25,0
200951,Europatipset,XX211XX11111X,893570,2691,151,38
200950,Europatipset,2121111X211X2,7055,163,16,0
200950,Europatipset,2X2XX222X2122,10000000,140098,10595,2566
200949,Europatipset,1XX1111222222,54190,832,70,20
200949,Europatipset,X11X12X121111,76957,1606,115,30
200948,Europatipset,X11112X211211,135483,2132,129,25
200948,Europatipset,121221X12222X,44695,938,79,23
200947,Europatipset,12212X1XX2221,246676,14119,870,183
200947,Europatipset,1111XX2121XX2,67306,844,43,11
200946,Europatipset,121X111122X12,88034,5039,481,106
200945,Europatipset,X21XXX11XX11X,56977,1724,140,38
200945,Europatipset,12XX211121XXX,35799,1028,101,33
200944,Europatipset,X2X1X11111X11,42624,983,83,26
200944,Europatipset,211X22XXX1X21,483600,2899,219,57
200943,Europatipset,22112X112X111,13000,279,22,0
200943,Europatipset,1XXX21121111X,872937,4987,326,81
200942,Europatipset,121X2X21111X1,9507,263,23,0
200942,Europatipset,X11221X111X11,265776,3261,241,59
200941,Europatipset,11111X11X1122,102393,305,27,10
200940,Europatipset,X112121X111X1,24858,187,15,0
200940,Europatipset,1XX1221X1X11X,10000000,10255,698,153
200939,Europatipset,X2X111121122X,151096,1693,158,45
200939,Europatipset,1XX1111111221,26615,392,30,10
200938,Europatipset,X111X1221X1X2,7505,87,11,0
200938,Europatipset,1111X1121X211,21787,194,16,0
200937,Europatipset,2X2X1X12X21X1,48259,403,34,11
200937,Europatipset,1222112X11221,28181,331,26,0
200936,Europatipset,X11X2121X21X1,15041,140,17,0
200935,Europatipset,11X1212X211XX,418895,1048,80,23
200935,Europatipset,11X1112121X11,4878,113,13,0
200934,Europatipset,22212211211X2,10000000,21438,1031,206
200934,Europatipset,121221X2X1112,10000000,119738,4784,866
200933,Europatipset,122XXX121X122,297454,971,79,24
200933,Europatipset,1X111112X1221,143587,2583,161,38
200932,Europatipset,12XX1112X22X2,10000000,24867,1519,334
200926,Europatipset,X2111112121X2,38370,534,44,14
200926,Europatipset,11221111X2112,6061,129,12,0
200926,Europatipset,2XXX12X221111,375159,2408,185,48
200925,Europatipset,11X11X1X12211,22841,451,40,13
200924,Europatipset,1211111X2211X,2250,32,0,0
200924,Europatipset,X22111XX1121X,132579,728,62,19
200923,Europatipset,1X12111111121,128068,394,34,12
200923,Europatipset,X22112X212211,10000000,13452,1152,283
200922,Europatipset,11121XX1122X1,10000000,5456,393,77
200922,Europatipset,21111XX1121X1,2965,34,0,0
200921,Europatipset,XX2221X112122,10000000,14063,661,130
200921,Europatipset,2XX1X2X22111X,10000000,22031,1234,235
200920,Europatipset,2X21211122222,6443,156,16,0
200920,Europatipset,11111X2112X22,215640,2175,174,47
200919,Europatipset,X2X1X21111121,116699,3339,303,83
200919,Europatipset,1X12XXXXX2X1X,363722,6026,428,106
200918,Europatipset,12X1X1111X2X2,253982,5922,361,84
200918,Europatipset,2112X2111X12X,56642,1267,96,25
200917,Europatipset,1X11221112X22,85291,2440,156,38
200917,Europatipset,112X111XX1212,442077,4563,307,71
200916,Europatipset,2112X2X2X2111,10000000,15601,971,188
200916,Europatipset,X111111X2211X,97286,771,69,20
200915,Europatipset,211X111211112,1002,13,0,0
200915,Europatipset,X22221221X121,10000000,19557,804,150
200914,Europatipset,1112211X12111,2380,64,0,0
200914,Europatipset,21X11122X1122,16638,203,23,0
200913,Europatipset,X22X221X22XX1,138715,5634,481,125
200912,Europatipset,11X22111X2121,230160,3450,278,71
200912,Europatipset,1121X11211121,9285,275,31,11
200911,Europatipset,11X1X11111X12,22504,259,28,10
200911,Europatipset,212X221XX1X12,495954,5891,393,86
200910,Europatipset,2X2111221111X,649667,4064,331,89
200910,Europatipset,112122111XXX1,10000000,8339,338,71
200909,Europatipset,212XX11X112XX,10000000,5588,448,100
200909,Europatipset,XXXX112X22XXX,10000000,69927,7555,1556
200908,Europatipset,11XX212X1X221,278605,29236,1820,290
200908,Europatipset,XX211XX1X2221,474216,9047,618,138
200907,Europatipset,22X121X21XXX1,1057210,4131,227,51
200907,Europatipset,121X1X2X2XXX2,503926,10940,694,152
200906,Europatipset,X1X2X21111111,6447,75,10,0
200906,Europatipset,21X12111XX211,5696,100,12,0
200905,Europatipset,XX1X21X121111,177082,2534,150,34
200905,Europatipset,12XX21212111X,10000000,11702,490,90
200904,Europatipset,X2121X1211211,133707,3207,258,61
200903,Europatipset,1122X1211X1X1,13438,95,11,0
200903,Europatipset,XX1111X222112,859170,8131,673,140
200902,Europatipset,11XXX22122112,73502,381,29,0
200901,Europatipset,212111X2XX11X,46193,951,74,22
200852,Europatipset,1X1122X1XX2XX,119671,2093,184,51
200851,Europatipset,X11X2X121111X,60786,674,58,18
200851,Europatipset,X1X2221122111,507767,8880,573,127
200850,Europatipset,211XX12111112,51695,1808,171,46
200850,Europatipset,X11X1111X12XX,51327,850,67,20
200849,Europatipset,12XX1211X1XX2,10000000,10795,621,137
200849,Europatipset,2X1X222211XX2,738298,2668,191,50
200848,Europatipset,2XX2121121X21,157207,542,35,10
200848,Europatipset,2121111111221,8662,235,25,0
200847,Europatipset,12XX121222212,897053,2163,140,35
200847,Europatipset,2XXXX1XX22211,10000000,23414,1282,267
200846,Europatipset,1X2111112211X,248444,564,45,14
200846,Europatipset,XX1111X212111,2196,73,10,0
200845,Europatipset,2XXX1X22X2121,10000000,195518,4312,754
200845,Europatipset,X221211211X11,9429,133,13,0
200844,Europatipset,X122122X11111,9135,111,12,0
200844,Europatipset,1X2X1111X121X,1071361,7718,561,152
200843,Europatipset,111X22X1X212X,14609,388,37,12
200843,Europatipset,11X211XX1X212,10000000,26207,1506,326
200842,Europatipset,X2112212XX211,45616,1044,69,16
200842,Europatipset,X21112221X11X,17215,347,33,11
200841,Europatipset,X121111121212,11214,309,30,10
200840,Europatipset,X2X12111211XX,33864,909,82,24
200840,Europatipset,X12X2X2111111,246803,6756,396,76
200839,Europatipset,X12211X121122,6187,63,0,0
200839,Europatipset,12111221122X2,1096867,3947,320,84
200838,Europatipset,XXX2X11112211,10000000,5342,307,66
200838,Europatipset,XX1X22X122X1X,2869,78,11,0
200837,Europatipset,12XXX21X21122,10000000,4848,357,81
200837,Europatipset,X22X1111211X2,160666,1519,123,33
200836,Europatipset,2X1X2X2111121,39197,181,20,0
200836,Europatipset,2121111121112,2922,46,0,0
200835,Europatipset,1111X1X112112,1924,40,0,0
200835,Europatipset,X22XX1XX21211,10000000,262338,4629,841
200834,Europatipset,22XXXX212X21X,239605,2144,184,51
200834,Europatipset,1221111121XX2,22475,511,46,14
200833,Europatipset,1X1111XX1X111,129168,4784,412,108
200833,Europatipset,X112XX11X2211,10000000,15734,844,163
200824,Europatipset,2X21212222121,45300,1032,80,22
200823,Europatipset,2121X112221X1,8620,269,32,12
200822,Europatipset,12X1X12222X22,335685,1592,116,31
200822,Europatipset,2X1X12X2XX121,10000000,15446,818,130
200821,Europatipset,X2XX2X21X1122,10000000,61603,1863,366
200821,Europatipset,1X222112X111X,10000000,22996,1301,253
200820,Europatipset,1122212111221,556,22,0,0
200820,Europatipset,X1221X112122X,59207,794,72,23
200819,Europatipset,1221211211X22,4570,113,12,0
200819,Europatipset,1121X22X11X22,727557,11320,754,135
200818,Europatipset,XX112XXXX1122,10000000,72151,5456,1104
200818,Europatipset,XX12121211121,155798,766,51,14
200817,Europatipset,XX1XX1121X1XX,10000000,3952,230,55
200817,Europatipset,X2X1X2X211111,17268,186,22,0
200816,Europatipset,X12112112X211,25771,269,24,0
200816,Europatipset,122122211X112,19464,250,23,0
200815,Europatipset,1112XXX212X22,149987,1226,84,22
200815,Europatipset,1111211XXXX21,137757,2775,235,61
200814,Europatipset,121XX11X11122,298215,2582,185,46
200813,Europatipset,1X112X1222X21,10000000,7207,422,95
200813,Europatipset,2X111112X1221,10000000,3704,170,32
200812,Europatipset,1XXX12121XX1X,10000000,16618,962,215
200812,Europatipset,111121221X211,133072,1067,77,20
200811,Europatipset,1212X111XX111,137438,3265,212,46
200811,Europatipset,111X11X1X1111,429,20,0,0
200810,Europatipset,2112X1121211X,31134,402,40,12
200810,Europatipset,211X222121212,237556,3885,268,60
200809,Europatipset,X1X1111112XXX,39999,397,42,15
200809,Europatipset,1121XX121XXX1,10000000,46147,2342,417
200808,Europatipset,X21X112XX2X11,7505,219,24,0
200808,Europatipset,X111X2111X212,10000000,7909,359,71
200807,Europatipset,1X12X111X1222,3498,109,13,0
200807,Europatipset,2X12X1XX2X121,168835,1302,96,26
200806,Europatipset,X1212121122XX,269566,1222,95,27
200806,Europatipset,X2X12212111X2,128110,1306,90,25
200805,Europatipset,11XX1221X112X,39730,763,67,19
200805,Europatipset,122X1212211X2,10000000,22486,944,190
200804,Europatipset,2X1111X1X1X11,45149,548,45,14
200804,Europatipset,111X221XX22X1,256644,9793,673,142
200803,Europatipset,111X1XX112111,56540,466,34,11
200803,Europatipset,X1X122X1111X1,25909,426,36,11
200802,Europatipset,212122221212X,103982,1273,115,32
200801,Europatipset,1112212X11X1X,36598,533,54,18
200801,Europatipset,12212XXXX1X1X,10000000,7751,421,97
200752,Europatipset,X12121XXX11X1,4636,161,20,0
200751,Europatipset,112X2112112XX,17741,564,58,19
200751,Europatipset,2X211XX2X1X2X,288096,13436,930,201
200750,Europatipset,X112121221X21,5281,50,0,0
200750,Europatipset,1X2X22XXXXX1X,1147690,4523,316,83
200749,Europatipset,X1X12112122X1,1074,42,0,0
200749,Europatipset,11X1111X11121,1688,26,0,0
200748,Europatipset,2X1121X12X211,62203,1305,111,31
200748,Europatipset,21121X2121221,83023,2119,162,39
200747,Europatipset,1112XXX212X11,87872,522,37,11
200747,Europatipset,X211X21XX1X11,10443,318,33,12
200745,Europatipset,11111XX221XX2,86628,544,43,12
200745,Europatipset,22X2111XXX122,10000000,41787,2063,310
200744,Europatipset,111211X2X2X22,20186,164,18,0
200744,Europatipset,X2XXX12X12221,10000000,23664,1105,235
200743,Europatipset,111X1111XX12X,1087437,3098,200,44
200743,Europatipset,211X22X1X11X2,10000000,13824,614,122
200742,Europatipset,X11122X2X1X11,10000000,11188,557,110
200742,Europatipset,2221111X2122X,163191,395,28,0
200741,Europatipset,22X11XX1X11XX,301884,6554,496,127
200740,Europatipset,2222X221212X1,10000000,115215,7624,1455
200740,Europatipset,X122X2X2211X1,70954,791,68,22
200739,Europatipset,1X11112121221,26996,178,18,0
200739,Europatipset,1XX11X1XX2212,99382,1210,84,23
200738,Europatipset,1111121121X11,32192,208,19,0
200738,Europatipset,X21112XXXX12X,10000000,16340,821,173
200737,Europatipset,2X22X1121X111,10000000,2551,130,29
200737,Europatipset,12XX1X12X2XXX,10000000,8621,454,99
200736,Europatipset,1222222111X22,10000000,6530,359,85
200735,Europatipset,221X22111X111,22217,143,16,0
200735,Europatipset,2X21X1X22X122,193095,1790,134,35
200734,Europatipset,12222X11121X1,10000000,0,17059,1879
200734,Europatipset,21X2X22X2221X,10000000,301609,8403,1133
200733,Europatipset,XX11X21221XX1,196853,799,58,16
200733,Europatipset,1XX12121XX122,10000000,32010,3012,542
200732,Europatipset,X111221111111,87746,1661,135,37
200726,Europatipset,111111X212222,10000000,8438,384,89
200726,Europatipset,111X212122112,1318,48,0,0
200725,Europatipset,2XXXX1222X12X,10000000,32946,3488,1077
200725,Europatipset,X2X1121111121,84504,957,70,19
200724,Europatipset,121221X2211X2,10000000,23000,1873,455
200724,Europatipset,111222X22X121,30982,675,63,19
200723,Europatipset,1221121112X11,14,0,0,0
200723,Europatipset,2X11X1112X122,1187658,5045,257,54
200722,Europatipset,2221X21X21121,37425,478,46,15
200721,Europatipset,1111XX2XX2112,10000000,28230,2135,453
200721,Europatipset,1112122111112,3873,103,14,0
200720,Europatipset,XXXX22X122221,772391,12204,795,155
200720,Europatipset,2222211X1XX11,23136,449,39,13
200719,Europatipset,XX12XX2221111,10000000,41683,2322,472
200719,Europatipset,211XX2221X111,10000000,13426,571,102
200718,Europatipset,X12112X211XX2,1402263,10597,941,216
200717,Europatipset,1112222211X11,71138,3124,232,62
200717,Europatipset,11X111121X12X,1008,36,0,0
200716,Europatipset,2112121X11221,2609,26,0,0
200716,Europatipset,2XX11X1111222,1010950,30357,3304,677
200715,Europatipset,2X1XXX2X1X221,10000000,159710,6504,1312
200715,Europatipset,21X1X1XX11222,149019,689,51,15
200715,Europatipset,11X1X1111X121,8174,202,20,0
200714,Europatipset,X1X2112X12X2X,253157,4688,358,97
200713,Europatipset,1111X12X11212,53252,385,26,0
200713,Europatipset,1X2XX1X11X2X2,82866,540,43,14
200712,Europatipset,1X11X21211121,1917,59,0,0
200711,Europatipset,22221111X1112,9958,76,0,0
200711,Europatipset,1X1X111122X21,120266,1450,123,34
200710,Europatipset,1X1X22X1X11X2,65015,1650,146,44
200710,Europatipset,1XX2121X1XXXX,10000000,40570,2231,412
200709,Europatipset,112XX1X1XX1X1,375025,1817,162,46
200709,Europatipset,221X1111111X2,94032,1387,101,27
200708,Europatipset,X2XXXX111XX2X,115580,2695,261,77
200708,Europatipset,1111XXX222111,3291,95,11,0
200707,Europatipset,X211XX1211X22,142625,681,59,18
200707,Europatipset,211X21121X2X1,103227,2195,189,52
200706,Europatipset,122211111X212,2448,98,14,0
200706,Europatipset,1112121121211,8470,156,17,0
200705,Europatipset,11X11121X1211,99683,380,31,10
200705,Europatipset,22X211X211121,69503,1959,128,31
200704,Europatipset,XX211222X1XX1,10000000,146087,10312,1814
200704,Europatipset,X111121X21112,3490,75,0,0
200703,Europatipset,1121X1X122211,10000000,9330,696,152
200703,Europatipset,111X2X2X21XX1,71143,778,69,21
200702,Europatipset,2221X1211XX1X,10000000,21934,951,178
200701,Europatipset,XX11X12X11XX2,10000000,18578,970,233
200701,Europatipset,1X2X2X11212XX,669995,8309,975,318
200652,Europatipset,111X22122X211,10000000,8326,473,113
200651,Europatipset,1222112X22112,47365,532,40,12
200650,Europatipset,1211XX2211212,28716,551,42,12
200650,Europatipset,1211XX2112X22,275915,1951,114,28
200649,Europatipset,X1XX11X212X1X,2077837,7676,527,123
200649,Europatipset,XX221XX1212X2,546157,14328,973,212
200648,Europatipset,221X111112XX1,10000000,6419,417,82
200648,Europatipset,XX1X1XX1121X1,10000000,6125,338,75
200647,Europatipset,1211111X2X112,48999,374,34,11
200647,Europatipset,X122X11122XX1,2265,84,12,0
200646,Europatipset,11XX2X2X12112,50797,238,23,0
200646,Europatipset,X22121X111111,11217,159,17,0
200645,Europatipset,212X1X1122X22,10000000,20741,835,139
200645,Europatipset,121X121112XX2,5831,111,13,0
200644,Europatipset,X1111211X1211,242852,794,57,16
200644,Europatipset,11X112X11X111,42555,810,65,17
200643,Europatipset,212111112X2X1,6114,180,20,0
200643,Europatipset,12XXX2XX221X2,10000000,25867,1816,419
200642,Europatipset,111222212211X,1092,45,0,0
200642,Europatipset,1X212121211X1,57762,542,49,15
200641,Europatipset,221112121X212,339,13,0,0
200641,Europatipset,11X2111X2X21X,1325834,9671,705,171
200640,Europatipset,XX12121X12211,56148,1559,143,38
200639,Europatipset,2X2121X111112,61305,873,71,20
200639,Europatipset,XX121112X1X21,21735,537,49,15
200638,Europatipset,2X12XX21212X2,456222,1431,125,35
200638,Europatipset,112XX11111XXX,123541,1874,143,39
200637,Europatipset,X112X21X22X21,108440,815,71,21
200637,Europatipset,21X212112221X,13176,292,27,0
200636,Europatipset,111212XX22112,43465,249,17,0
200636,Europatipset,X12X2111X2222,10000000,4128,321,68
200635,Europatipset,1X122XX111111,164796,2594,190,52
200634,Europatipset,12XXX1122X1XX,10000000,27360,1072,172
200634,Europatipset,22X1X212X2X11,37408,442,39,12
200633,Europatipset,1X1122222X221,10000000,9512,506,102
200633,Europatipset,1X21X22121X22,29885,547,53,17
200622,Europatipset,221XX2221121X,178253,12470,2285,483
200622,Europatipset,12X21121XX122,10000000,30916,1195,179
200621,Europatipset,XXX1XX2212XX1,10000000,24041,2545,495
200621,Europatipset,1221111121X12,129526,2284,163,39
200620,Europatipset,122XX22111211,10000000,23476,1657,337
200620,Europatipset,22X21XX2122XX,449550,15060,1177,293
200619,Europatipset,211222X2212X1,31498,371,29,0
200619,Europatipset,X2121X21X1XXX,121455,902,76,22
200618,Europatipset,11212122121X1,9863,244,24,0
200618,Europatipset,12X2111X111X2,32966,475,44,14
200617,Europatipset,X2X1XXX112XX1,10000000,13377,1103,262
200617,Europatipset,21111X112XX22,111019,1660,119,31
200616,Europatipset,11X122X211222,7686,238,26,10
200616,Europatipset,21XX1122X2112,226385,2317,161,44
200615,Europatipset,1X1X11122X111,3926,123,14,0
200615,Europatipset,XX112X1X1X112,15691,259,32,12
200614,Europatipset,X111X1XX1X221,236641,1318,90,25
200614,Europatipset,1X21XXX112XXX,50370,1116,106,33
200613,Europatipset,X1121121212X1,1258,43,0,0
200613,Europatipset,XX11XXX2XXX21,1137314,20047,1569,391
200612,Europatipset,1XXX111X11212,19045,166,17,0
200612,Europatipset,1XX121111XX1X,283676,1300,88,24
200611,Europatipset,1212211122XX2,10000000,35414,1452,247
200610,Europatipset,X121111112121,307039,9666,611,121
200610,Europatipset,X11111X1X1111,12067,413,45,16
200609,Europatipset,111122X211X21,296125,1664,86,20
200609,Europatipset,X11X2X1121X1X,203352,4130,243,60
200608,Europatipset,21XXX21211X11,10000000,4013,288,73
200608,Europatipset,X1121212X1112,61377,1102,96,26
200607,Europatipset,1X1122X112211,9992,279,28,10
200607,Europatipset,21X2222XX2222,182327,2943,192,49
200606,Europatipset,1X1XX2X2111XX,10000000,69404,2296,401
200606,Europatipset,X212221121211,116542,898,68,20
200605,Europatipset,1X2XX12212122,10000000,14744,462,83
200605,Europatipset,111XXX1X21122,451634,2078,156,39
200604,Europatipset,22X112221X122,1852,25,0,0
200603,Europatipset,X1211XX1X121X,7019,61,0,0
200603,Europatipset,122111121221X,3255,56,0,0
200602,Europatipset,111XX12122111,13894,174,20,0
200601,Europatipset,2X21211X11XXX,10000000,35366,2057,437
200552,Europatipset,X22111211X222,15093,312,25,0
200552,Europatipset,XX1111XX11212,177935,1764,141,40
200551,Europatipset,112111X2X2111,119233,1620,70,17
200550,Europatipset,121X11X11111X,1882,57,0,0
200550,Europatipset,112X2X221XXXX,35164,468,45,15
200549,Europatipset,1X22X11XXX22X,128089,4359,340,87
200549,Europatipset,211X11X111X21,24075,543,48,14
200548,Europatipset,21121XXX22111,3341,132,16,0
200548,Europatipset,2121XX222X222,488604,6785,460,112
200547,Europatipset,XX2211XX21XX2,118510,660,61,20
200547,Europatipset,11222X12X22X1,90653,1949,166,44
200546,Europatipset,1X11111211212,38245,238,21,0
200545,Europatipset,1122X22X22211,10000000,16338,1175,259
200544,Europatipset,1111122111XX1,968,35,0,0
200544,Europatipset,X11222211XX12,18150,213,22,0
200543,Europatipset,1222XXXX11112,160766,2224,153,37
200543,Europatipset,21121X2X1XX1X,16191,446,47,16
200542,Europatipset,X11211XX21222,238891,1953,121,29
200542,Europatipset,212XX11X21122,139472,3736,196,44
200541,Europatipset,1X1X2X112X211,1406,38,0,0
200541,Europatipset,11X11211X1112,250113,1895,140,37
200540,Europatipset,211221211221X,99601,463,36,11
200539,Europatipset,XX112122221XX,10000000,10770,339,65
200539,Europatipset,1112112211112,3653,83,11,0
200538,Europatipset,X2X1112121X22,55058,745,58,18
200538,Europatipset,221X111221121,140465,1786,107,25
200537,Europatipset,221XX21122X11,21298,383,29,0
200537,Europatipset,111122X222211,205367,5053,445,114
200536,Europatipset,221X2122X1X22,291907,1544,67,16
200536,Europatipset,2X2X112X12X1X,19231,501,47,15
200535,Europatipset,11112X12X121X,477927,7972,593,126
200534,Europatipset,1XX211122X1X2,1204,29,0,0
200533,Europatipset,XXX1111112121,39743,580,52,17
200532,Europatipset,XX21121121X11,465874,1652,112,30
200531,Europatipset,2121X2X21X212,10000000,0,3877,552
200530,Europatipset,1X1X22XX1211X,10000000,15594,1084,231
200529,Europatipset,1212211X2XX11,10000000,13016,710,115
200528,Europatipset,2112121211X11,2264,96,12,0
200527,Europatipset,222111X12121X,43318,524,46,15
200526,Europatipset,11X1X11X22122,24721,628,53,17
200525,Europatipset,221XX1112X122,233259,1267,102,28
200524,Europatipset,111X1211X221X,10000000,30384,1608,353
200523,Europatipset,22X121X2212X1,15337,221,21,0
200523,Europatipset,XX11XXX2122XX,10000000,12415,745,183
200522,Europatipset,X11XXX22122X2,10000000,18041,819,179
200521,Europatipset,1XXXXXX1112X1,112993,961,64,20
200520,Europatipset,X2XXX1X122XXX,393385,8256,621,164
200519,Europatipset,1XX2X2X1X112X,118648,3501,322,85
200518,Europatipset,222X122221221,55102,678,72,23
200517,Europatipset,1X1X1X1212111,22516,227,23,0
200516,Europatipset,X21X1121XX2XX,298658,11061,1150,248
200516,Europatipset,11X112X1X1122,10757,249,22,0
200515,Europatipset,111112221XX21,250954,2052,73,16
200514,Europatipset,21X1XX211121X,483670,3015,199,51
200513,Europatipset,1XXX1XX1122XX,25064,302,34,12
200513,Europatipset,11X1211X22X12,18099,344,32,11
200512,Europatipset,21X111112X12X,10422,207,20,0
200511,Europatipset,1XXX11X11X111,99011,1662,129,35
200511,Europatipset,112XXX122121X,64212,1022,76,21
200510,Europatipset,1122X2XX22X11,10000000,26213,1541,302
200510,Europatipset,112X221211211,203597,3705,286,69
200509,Europatipset,1112112X21X11,35749,837,83,23
200508,Europatipset,12X212X121X11,234246,7762,476,112
200508,Europatipset,11XX1112XX111,32205,949,75,21
200507,Europatipset,1XX11XX12XX21,24517,518,47,16
200507,Europatipset,1211111111X11,17691,386,39,16
200506,Europatipset,111X1X121212X,11340,215,27,11
200505,Europatipset,XX2X1111XX2X2,10000000,21127,928,170
200504,Europatipset,22X1112212X2X,217071,1188,74,19
200503,Europatipset,1122X11211111,207875,2023,122,28
200502,Europatipset,1XX211XXX1X11,32923,515,46,15
200501,Europatipset,11112X112XX21,23990,445,39,13
200453,Europatipset,X112111X211X2,710695,3186,228,59
200451,Europatipset,111121X122211,15159,153,17,0
200450,Europatipset,111X1212XX111,1658,61,0,0
200449,Europatipset,1111112X22XX1,18572,446,42,14
200448,Europatipset,21X222XXX1X11,297022,8131,569,128
200447,Europatipset,XX211X122XX11,443818,3629,262,70
200446,Europatipset,2X1X11X122X11,133012,976,76,22
200445,Europatipset,XX2XXXX2X212X,10000000,324244,11074,1650
200444,Europatipset,1111XX1111X1X,9315,268,30,11
200443,Europatipset,X12XX22X11111,550805,6543,473,112
200442,Europatipset,22112111XX112,142580,2547,205,46
200441,Europatipset,2X2111111X12X,10000000,3922,252,61
200440,Europatipset,21XX21XXX1112,662504,9122,635,133
200439,Europatipset,X2X2211211121,6658,179,18,0
200438,Europatipset,12112X1121XX2,886446,2756,186,47
200437,Europatipset,21X12XX12XX12,10000000,13376,614,120
200436,Europatipset,2X222122212X1,17740,476,44,0
200435,Europatipset,22X21XX2X222X,416602,20430,2329,581
200434,Europatipset,12X1X1XXX21XX,10000000,17041,709,149
200433,Europatipset,11X12X21X1211,167326,3206,264,64
200432,Europatipset,X1X1X22112122,10000000,51404,1624,331
200431,Europatipset,12X111X1X222X,10000000,5666,310,78
200430,Europatipset,X211111X211X2,57142,1713,135,32
200429,Europatipset,1112X11211X1X,131882,906,87,27
200428,Europatipset,1121111X1111X,2980,32,0,0
200427,Europatipset,222212212X2X1,10000000,32187,2130,463
200426,Europatipset,11X1211112X22,10000000,7013,429,82
200425,Europatipset,X12X212211X12,130028,3376,222,34
200424,Europatipset,211X11XX21X2X,66892,859,64,0
200423,Europatipset,1X211X1XXX1XX,2267,126,21,0
200422,Europatipset,21112X21X1211,120337,1968,168,45
200421,Europatipset,X11111X2X111X,704798,2453,225,63
200420,Europatipset,21X211111X1XX,4654,62,0,0
200419,Europatipset,11211XX222X21,10000000,54085,2436,544
200418,Europatipset,111X1122X11X2,10000000,14956,1617,319
200417,Europatipset,XX12X112X111X,200985,1257,89,25
200416,Europatipset,X2111XXX2XX2X,23853,308,29,11
200415,Europatipset,121112XX1XX12,20244,356,32,11
200414,Europatipset,21X121X112XX2,97434,2752,244,67
200413,Europatipset,X212121X1XX1X,1496524,7340,428,88
200412,Europatipset,22XX1221X221X,10000000,34476,1628,312
200411,Europatipset,2XXXX1XXX1221,686090,26998,1555,312
200410,Europatipset,111XXXXX211X1,49842,892,84,25
200409,Europatipset,22121111111X2,69599,773,45,13
200408,Europatipset,212X12XXXX112,318778,3447,238,60
200407,Europatipset,1XX22XXX121X1,10000000,63077,3488,588
200406,Europatipset,112X1X12121X1,88073,1971,147,39
200405,Europatipset,121XX12111X11,25864,544,48,15
200404,Europatipset,XX1XX21X2XX11,135307,1962,186,55
200403,Europatipset,211212X21X2X1,10000000,9095,592,133
200402,Europatipset,222121112XX1X,17927,590,54,17
200401,Europatipset,21112221111XX,96062,1388,110,30
200351,Europatipset,12XX1XXXX1XXX,801597,4394,349,96
200350,Europatipset,1122X1XX112X1,6679,89,12,0
200349,Europatipset,2211X111XX1XX,4494,68,10,0
200348,Europatipset,11112XX2XXXXX,2305,94,14,0
200347,Europatipset,2211XXXX12112,1231374,22096,1383,263
200346,Europatipset,1X1111X2X1212,10000000,6286,413,98
200345,Europatipset,1X112XXXX212X,79444,2052,168,47
200344,Europatipset,21212X1X1X121,58472,659,54,16
200343,Europatipset,X2111XX122211,3999,121,13,0
200342,Europatipset,11X111X12X12X,56415,1286,103,27
200341,Europatipset,1X11X12221X2X,39138,1579,140,38
200340,Europatipset,2X111222X1222,47678,534,49,16
200339,Europatipset,111XX11111112,12517,122,13,0
200338,Europatipset,X2XX12X111X11,10000000,16064,1100,246
200337,Europatipset,221121X111XXX,1088,46,0,0
200336,Europatipset,2X2XX11222X1X,324963,6820,364,81
200335,Europatipset,X11212XX12112,11852,381,35,11
200334,Europatipset,1111211121X1X,32159,493,46,0
200333,Europatipset,2X12X2X1121X2,10000000,11397,612,143
200332,Europatipset,12221XXX11121,177475,13967,2075,534
200331,Europatipset,X1X2XX1121121,91337,2875,178,43
200330,Europatipset,X2211111X21XX,194860,7217,585,136
200329,Europatipset,2X1111112X222,23358,429,36,11
200328,Europatipset,221211121111X,433833,1721,133,33
200327,Europatipset,111122112211X,10000000,2161,120,28
200326,Europatipset,21X11111212X1,589,27,0,0
200325,Europatipset,X2111XXX21XX2,422252,5614,492,126
200324,Europatipset,XX22211222X11,10000000,41833,2827,677
200323,Europatipset,XX11112X11221,64116,484,42,13
200322,Europatipset,111X111X12222,15920,134,12,0
200321,Europatipset,1X1122X221111,355371,3196,208,52
200320,Europatipset,1211X21X1X121,16796,472,41,13
200319,Europatipset,XX12211XX1X21,124140,1724,135,39
200318,Europatipset,XX1212XXX1XX2,441177,1009,78,25
200317,Europatipset,X1XXX1X1X2X11,2838,111,16,0
200316,Europatipset,12211111122X1,176261,672,36,10
200315,Europatipset,X1X1XX2111212,10000000,35334,1995,369
200314,Europatipset,X11X11X111112,4520,137,17,0
200313,Europatipset,1X112X11XX212,77070,1415,110,30
200312,Europatipset,111111X1X21XX,76932,2056,168,49
200311,Europatipset,1121111XX11XX,43977,868,73,23
200310,Europatipset,X2XXX11XX2XX1,152777,2312,187,54
200309,Europatipset,1XX1112X21221,787319,11528,673,141
200308,Europatipset,21X111111XX11,153285,2789,230,64
200307,Europatipset,X2X1XX11X11X1,44088,903,85,28
200306,Europatipset,211XXXX1X21X1,768850,7118,489,120
